key,score,repeat,average
boasting,17.6,2,8.8
tarde,17.5,2,8.75
comp,74.3,9,8.255555555555555
bombarded,8.9,1,8.9
orgasm,62.3,7,8.9
schon,9.3,1,9.3
tilapia,17.1,2,8.55
enfes,18.5,2,9.25
downside,80.4,9,8.933333333333334
yumii,7.6,1,7.6
nagel,9.1,1,9.1
colleagues,24.5,3,8.166666666666666
seek,33.5,4,8.375
mamoun,71.8,8,8.975
ochazuke,8.6,1,8.6
rubbed,25.5,3,8.5
gluttenous,8.7,1,8.7
halves,27.1,3,9.033333333333333
caster,9.6,1,9.6
cult,36.4,4,9.1
flaw,18.2,2,9.1
much,3696.3,438,8.439041095890412
new,5913.3,707,8.363932107496463
limes,7.5,1,7.5
dat,88.3,10,8.83
flipping,9.0,1,9.0
malawah,9.2,1,9.2
viable,9.6,1,9.6
migliore,9.4,1,9.4
hippest,9.4,1,9.4
stavros,8.0,1,8.0
faaaantastic,8.7,1,8.7
versus,25.4,3,8.466666666666667
broiler,9.1,1,9.1
noted,18.1,2,9.05
answered,23.0,3,7.666666666666667
pasta,3013.5,359,8.394150417827298
homeless,23.5,3,7.833333333333333
dumbest,9.3,1,9.3
croquettes,34.4,4,8.6
dubido,9.1,1,9.1
asdfghjkl,8.9,1,8.9
rods,9.0,1,9.0
katz,468.3,54,8.672222222222222
employees,221.7,29,7.644827586206896
wavy,17.7,2,8.85
glistens,9.4,1,9.4
glasses,173.3,20,8.665000000000001
benedic,9.2,1,9.2
bankrupt,9.4,1,9.4
wait,6778.3,808,8.388985148514852
docking,8.1,1,8.1
restraunts,9.1,1,9.1
himizen,9.4,1,9.4
stoli,16.7,2,8.35
bracket,17.9,2,8.95
ricos,33.3,4,8.325
gari,8.7,1,8.7
ste,9.2,1,9.2
vale,345.4,39,8.856410256410255
open,1964.3,237,8.288185654008439
pronounce,6.8,1,6.8
tiramusu,18.5,2,9.25
creste,8.7,1,8.7
aforementioned,9.3,1,9.3
marzipan,54.3,6,9.049999999999999
venison,45.3,5,9.059999999999999
farofa,8.1,1,8.1
pq,9.3,1,9.3
honest,52.4,6,8.733333333333333
sonoma,16.8,2,8.4
compra,9.5,1,9.5
cookshop,32.9,4,8.225
wagon,9.4,1,9.4
caros,9.5,1,9.5
mcnallywins,9.4,1,9.4
woooow,9.0,1,9.0
krista,6.8,1,6.8
effervescence,9.1,1,9.1
personable,45.2,5,9.040000000000001
plancha,18.4,2,9.2
unprepared,9.5,1,9.5
hoje,8.7,1,8.7
dente,148.5,17,8.735294117647058
med,66.3,8,8.2875
magherita,9.6,1,9.6
sempre,69.4,8,8.675
duchebags,8.8,1,8.8
flash,9.1,1,9.1
hotttttttt,8.7,1,8.7
peppers,566.4,65,8.713846153846154
power,285.4,35,8.154285714285713
heuvos,18.3,2,9.15
deneyin,9.5,1,9.5
adequate,32.0,4,8.0
inacredit,8.7,1,8.7
as,9484.3,1403,6.760014255167498
plans,42.3,5,8.459999999999999
receitas,7.8,1,7.8
geldi,9.6,1,9.6
wrentini,8.8,1,8.8
users,52.4,6,8.733333333333333
gzel,8.6,1,8.6
jungle,72.4,8,9.05
succulent,114.4,13,8.8
bones,34.7,4,8.675
rotates,18.4,2,9.2
moises,9.4,1,9.4
clean,646.2,77,8.392207792207794
samdwhich,8.4,1,8.4
meet,565.1,66,8.562121212121212
cholocate,9.0,1,9.0
llegues,9.4,1,9.4
nocturno,9.5,1,9.5
mins,272.3,34,8.008823529411766
workings,9.4,1,9.4
kaloriami,9.3,1,9.3
fixings,43.1,5,8.620000000000001
immunity,7.5,1,7.5
pepp,9.4,1,9.4
chaser,25.3,3,8.433333333333334
potatos,9.6,1,9.6
calls,111.7,13,8.592307692307692
kanapka,9.3,1,9.3
utilize,9.0,1,9.0
soups,447.4,55,8.134545454545455
walkway,9.0,1,9.0
phones,25.1,3,8.366666666666667
snowstorm,8.9,1,8.9
replaces,18.4,2,9.2
slaw,363.3,44,8.256818181818183
bobo,9.2,1,9.2
eeeee,9.1,1,9.1
jonathan,40.7,5,8.14
louisa,8.3,1,8.3
stormy,42.3,5,8.459999999999999
incr,27.4,3,9.133333333333333
sm,8.7,1,8.7
charlie,18.1,2,9.05
lackluster,52.1,6,8.683333333333334
monte,9.5,1,9.5
asking,130.3,16,8.14375
higher,102.4,12,8.533333333333333
mimosas,92.7,12,7.7250000000000005
caramelized,298.4,34,8.776470588235293
surroundings,26.4,3,8.799999999999999
porcelainthebook,7.5,1,7.5
unreal,360.3,41,8.787804878048782
agata,9.5,1,9.5
momufuku,18.1,2,9.05
scoop,361.4,45,8.03111111111111
creatures,18.3,2,9.15
stumbling,17.3,2,8.65
slowest,86.2,12,7.183333333333334
samir,9.2,1,9.2
smallest,64.5,8,8.0625
apenas,18.4,2,9.2
yakuzas,8.8,1,8.8
expedited,9.4,1,9.4
cleanest,22.0,3,7.333333333333333
playa,18.4,2,9.2
viajeras,9.4,1,9.4
chega,9.4,1,9.4
trying,757.7,89,8.513483146067417
eatable,18.5,2,9.25
stilton,17.8,2,8.9
griddle,36.3,4,9.075
ab,26.3,3,8.766666666666667
ang,18.3,2,9.15
lilliputian,17.2,2,8.6
standoffish,16.7,2,8.35
uri,27.1,3,9.033333333333333
radio,15.2,2,7.6
beach,60.2,7,8.6
jah,9.2,1,9.2
territory,8.1,1,8.1
salted,1223.3,138,8.864492753623187
reem,9.0,1,9.0
doughnuts,709.4,82,8.651219512195121
squad,45.3,5,9.059999999999999
cyclists,8.8,1,8.8
milling,18.4,2,9.2
pitoresco,9.5,1,9.5
sentarse,16.5,2,8.25
brilliant,224.2,28,8.007142857142856
sticks,195.3,23,8.491304347826087
pido,73.4,10,7.340000000000001
ac,106.3,12,8.858333333333333
fragile,9.6,1,9.6
churchill,9.3,1,9.3
travelogue,9.1,1,9.1
mi,554.3,63,8.798412698412697
piano,16.7,2,8.35
beginnings,9.3,1,9.3
seo,8.9,1,8.9
puccino,8.4,1,8.4
matzeballen,9.3,1,9.3
conserve,8.7,1,8.7
enclose,9.4,1,9.4
utility,9.1,1,9.1
vitamin,27.4,3,9.133333333333333
cheesesticks,8.5,1,8.5
por,291.4,35,8.325714285714286
bem,165.3,20,8.265
writes,16.5,2,8.25
snows,9.4,1,9.4
pitchers,134.6,19,7.084210526315789
competitive,6.8,1,6.8
ayiushi,9.6,1,9.6
how,2418.3,290,8.33896551724138
battery,31.7,5,6.34
hijiki,53.2,6,8.866666666666667
eylul,9.4,1,9.4
chiude,9.5,1,9.5
lickin,18.3,2,9.15
pierdan,18.4,2,9.2
cherries,80.4,11,7.3090909090909095
ratchets,6.5,1,6.5
viewing,29.4,4,7.35
metal,25.8,3,8.6
doh,9.1,1,9.1
activity,54.4,6,9.066666666666666
puffs,44.2,5,8.84
horrendous,33.5,4,8.375
rossopmodoro,9.5,1,9.5
ganache,98.4,11,8.945454545454545
addict,35.4,4,8.85
ancho,25.2,3,8.4
stewart,9.1,1,9.1
monster,80.2,9,8.911111111111111
bookmark,8.4,1,8.4
pura,35.3,4,8.825
insider,53.4,6,8.9
customize,42.2,5,8.440000000000001
discoveringnewsabor,8.1,1,8.1
indonesian,9.2,1,9.2
specimen,9.4,1,9.4
kaliteli,9.4,1,9.4
jalapenos,27.3,3,9.1
help,314.2,37,8.49189189189189
uvo,9.4,1,9.4
sprinkled,27.1,3,9.033333333333333
inspiraton,7.8,1,7.8
spageti,9.4,1,9.4
freedomeagle,8.3,1,8.3
hopefully,76.2,9,8.466666666666667
hunter,31.3,4,7.825
uncomfortable,110.4,14,7.885714285714286
weak,255.4,31,8.238709677419354
heathy,18.6,2,9.3
hirata,216.4,25,8.656
gut,27.4,3,9.133333333333333
buone,18.3,2,9.15
rabbit,161.3,18,8.961111111111112
tidur,27.4,3,9.133333333333333
quit,25.2,3,8.4
hennepin,9.2,1,9.2
vegetariano,27.3,3,9.1
tzatziki,31.5,4,7.875
colleges,6.9,1,6.9
braiding,6.8,1,6.8
gravy,150.7,19,7.93157894736842
impossible,183.4,21,8.733333333333334
alhambra,8.6,1,8.6
perogis,27.1,3,9.033333333333333
nypl,18.3,2,9.15
pumped,9.3,1,9.3
buttermilk,141.3,16,8.83125
trader,18.6,2,9.3
masala,32.2,4,8.05
friends,1814.3,217,8.360829493087557
lite,34.5,4,8.625
fermented,25.8,3,8.6
blast,23.4,3,7.8
talvez,18.4,2,9.2
chinguen,8.2,1,8.2
servizio,9.6,1,9.6
tashen,9.5,1,9.5
bills,36.4,4,9.1
harus,9.4,1,9.4
pulitzer,18.5,2,9.25
darren,16.4,2,8.2
appartexpress,9.3,1,9.3
mauvais,9.1,1,9.1
fruity,173.3,21,8.252380952380953
rust,8.7,1,8.7
bumping,18.2,2,9.1
hotdogs,16.2,2,8.1
bus,96.4,11,8.763636363636364
steal,270.3,31,8.719354838709679
sixpoint,59.0,7,8.428571428571429
bahahaha,9.2,1,9.2
sammarzano,8.7,1,8.7
sevigny,18.1,2,9.05
wherever,43.4,5,8.68
gumbo,8.7,2,4.35
shake,1743.4,211,8.262559241706162
salsa,359.4,44,8.168181818181818
space,1941.3,233,8.33175965665236
sours,9.4,1,9.4
potions,8.3,1,8.3
katzs_delicatessen_restaurant,9.3,1,9.3
animados,9.4,1,9.4
wrensday,8.8,1,8.8
distinct,9.3,1,9.3
norway,16.1,2,8.05
williams,17.1,2,8.55
fart,9.4,1,9.4
questo,17.5,2,8.75
coffeeshop,59.4,7,8.485714285714286
damak,9.1,1,9.1
knowhow,8.9,1,8.9
cannele,18.4,2,9.2
cheescake,9.3,1,9.3
nyuers,9.1,1,9.1
lattes,878.3,107,8.208411214953271
intended,23.5,3,7.833333333333333
purists,9.4,1,9.4
oisters,9.4,1,9.4
guy,626.7,76,8.246052631578948
luke,45.3,5,9.059999999999999
accidental,9.0,1,9.0
beating,17.4,2,8.7
estilo,26.3,3,8.766666666666667
numpang,9.3,1,9.3
rain,78.7,9,8.744444444444445
tiramasu,9.3,1,9.3
regierung,7.1,1,7.1
leider,9.0,1,9.0
ekmek,8.0,1,8.0
omelette,287.4,33,8.709090909090909
foccaccia,27.4,3,9.133333333333333
puedes,45.5,5,9.1
deal,1379.7,165,8.361818181818181
sudden,9.4,1,9.4
part,618.3,77,8.02987012987013
buts,26.1,3,8.700000000000001
hold,273.3,32,8.540625
didn,1273.3,155,8.21483870967742
handpicked,9.3,1,9.3
muldoons,8.3,1,8.3
thailand,16.1,2,8.05
frontega,6.8,1,6.8
ave,305.7,37,8.262162162162161
gibi,17.7,2,8.85
cukes,27.4,3,9.133333333333333
hake,18.6,2,9.3
shortage,16.9,2,8.45
motives,9.3,1,9.3
severe,9.2,1,9.2
posti,9.5,1,9.5
raz,9.1,1,9.1
arrosto,18.5,2,9.25
yammy,16.8,2,8.4
bck,9.2,1,9.2
fateci,9.5,1,9.5
kasane,9.4,1,9.4
fominha,9.4,1,9.4
katelyn,7.2,1,7.2
malted,51.4,7,7.3428571428571425
sending,9.4,1,9.4
maderas,9.0,1,9.0
frittata,123.4,14,8.814285714285715
williamsburg,71.3,8,8.9125
nevi,8.7,1,8.7
cafeter,35.5,4,8.875
quieres,26.4,3,8.799999999999999
til,119.7,15,7.98
duas,18.3,2,9.15
aptly,27.1,3,9.033333333333333
mediumm,7.8,1,7.8
accuse,8.1,1,8.1
valentines,27.4,3,9.133333333333333
nap,26.0,3,8.666666666666666
czeka,9.4,1,9.4
hone,8.9,1,8.9
spreads,108.4,13,8.338461538461539
cereal,1223.5,144,8.496527777777779
americanos,62.2,7,8.885714285714286
swears,26.4,3,8.799999999999999
contest,33.7,4,8.425
feelin,8.9,1,8.9
customerservice,9.0,1,9.0
supply,60.2,7,8.6
neighbors,42.5,5,8.5
goods,571.4,68,8.402941176470588
rod,9.0,1,9.0
sneaking,8.8,1,8.8
oui,18.2,3,6.066666666666666
licorice,44.2,8,5.525
bulbs,18.6,2,9.3
lentils,89.4,10,8.940000000000001
windfall,17.8,2,8.9
everrrr,9.1,1,9.1
dentro,18.3,2,9.15
entertain,9.0,1,9.0
stupendous,18.2,2,9.1
blackberries,8.9,1,8.9
dept,41.1,5,8.22
disco,7.6,1,7.6
bannana,9.1,1,9.1
crescents,8.7,1,8.7
moody,9.0,1,9.0
dawgs,6.5,1,6.5
doggy,35.4,5,7.08
tibetan,9.6,1,9.6
brunchtastic,9.0,1,9.0
correspondingly,9.2,1,9.2
backs,32.2,4,8.05
cobia,9.6,1,9.6
cafes,67.5,8,8.4375
ameeeei,9.5,1,9.5
barely,132.3,15,8.82
sword,17.4,2,8.7
nb,9.1,1,9.1
houses,16.3,2,8.15
wildberry,24.7,3,8.233333333333333
nur,27.3,3,9.1
tooooo,9.4,1,9.4
mushy,34.0,4,8.5
bitchies,8.1,1,8.1
multilayered,9.2,1,9.2
seed,225.3,26,8.665384615384616
sparse,18.6,2,9.3
coat,45.4,5,9.08
canine,8.2,1,8.2
lombard,9.1,1,9.1
quirky,79.5,9,8.833333333333334
yelp,95.8,11,8.709090909090909
internatinal,9.5,1,9.5
buysomething,14.8,2,7.4
saganaki,16.0,2,8.0
greater,9.4,1,9.4
celine,9.3,1,9.3
define,25.4,3,8.466666666666667
kush,9.3,1,9.3
kupi,9.2,1,9.2
mag,35.5,4,8.875
deveriam,8.7,1,8.7
petite,9.4,1,9.4
mo,36.4,4,9.1
sickly,8.3,1,8.3
fazer,9.4,1,9.4
drinks,3363.3,415,8.104337349397591
heater,9.4,1,9.4
social,84.7,10,8.47
agrad,18.5,2,9.25
keluarga,9.0,1,9.0
avergage,8.6,1,8.6
clear,144.7,17,8.511764705882353
qty,9.6,1,9.6
grind,51.0,6,8.5
rooms,116.3,14,8.307142857142857
corporate,49.4,6,8.233333333333333
diversidade,17.5,2,8.75
infusion,9.2,1,9.2
idea,271.4,32,8.48125
by,5874.3,703,8.356045519203414
edgar,9.1,1,9.1
squirrels,81.4,9,9.044444444444444
meats,483.3,56,8.630357142857143
chai,1676.4,211,7.9450236966824646
sparking,35.4,4,8.85
sidekick,9.3,1,9.3
glob,85.9,10,8.59
ralph,9.0,1,9.0
toscana,9.1,1,9.1
playfully,8.2,1,8.2
twcwifi,9.3,1,9.3
rice,3066.4,370,8.287567567567567
connect,14.9,2,7.45
pipes,9.0,1,9.0
halal,88.8,12,7.3999999999999995
fois,27.4,3,9.133333333333333
blasting,8.8,1,8.8
gilden,9.4,1,9.4
conseguir,27.4,3,9.133333333333333
wv,44.9,5,8.98
sipping,70.4,8,8.8
barbecue,122.4,14,8.742857142857144
muiiito,9.6,1,9.6
heh,9.1,1,9.1
stood,24.5,3,8.166666666666666
wheeeeeeeeeee,9.3,1,9.3
epcot,9.5,1,9.5
alterations,9.1,1,9.1
crazily,7.7,1,7.7
soildgold,9.3,1,9.3
waiters,265.7,31,8.570967741935483
site,171.4,19,9.021052631578948
logo,17.4,2,8.7
novelty,60.4,7,8.628571428571428
boys,77.7,9,8.633333333333333
cubans,8.1,1,8.1
pekoe,7.2,1,7.2
comprehensive,9.5,1,9.5
studied,8.4,1,8.4
levain,8.8,1,8.8
intimate,254.3,29,8.76896551724138
gyza,8.8,1,8.8
happier,9.3,1,9.3
suggest,251.7,29,8.679310344827586
resp,8.3,1,8.3
negozio,17.7,2,8.85
muahahaah,9.4,1,9.4
pimienta,18.4,2,9.2
tiny,743.3,87,8.543678160919539
picked,71.4,8,8.925
fries,5057.3,617,8.196596434359806
umph,16.4,2,8.2
quadruple,9.4,1,9.4
pow,9.3,2,4.65
pb,164.2,19,8.642105263157895
mercado,134.5,16,8.40625
destination,117.3,13,9.023076923076923
hefty,44.3,5,8.86
toontouristic,9.4,1,9.4
craziness,16.4,2,8.2
intake,9.5,1,9.5
ink,63.5,7,9.071428571428571
krete,9.5,1,9.5
saturated,9.4,1,9.4
commitment,27.6,3,9.200000000000001
neon,18.3,2,9.15
yerbabuena,9.0,1,9.0
enfriarse,9.4,1,9.4
banheiro,9.5,1,9.5
taaasty,9.1,1,9.1
cortada,16.8,2,8.4
roaches,27.4,3,9.133333333333333
substandard,18.4,2,9.2
sur,45.5,5,9.1
breakfastarian,9.3,1,9.3
pedia,9.4,1,9.4
ottimi,9.4,1,9.4
everyday,405.7,47,8.63191489361702
iklan,7.2,1,7.2
tartas,9.2,1,9.2
siracha,16.7,2,8.35
succulently,9.3,1,9.3
bath,33.1,4,8.275
cremespresso,18.5,2,9.25
discussion,9.2,1,9.2
fancier,51.1,6,8.516666666666667
calm,43.4,5,8.68
aisles,27.5,3,9.166666666666666
schmidt,8.9,1,8.9
sparklers,9.2,1,9.2
rices,9.2,1,9.2
guacamole,1150.3,140,8.21642857142857
energetic,60.5,7,8.642857142857142
scrabble,23.3,3,7.766666666666667
uptheir,9.4,1,9.4
avant,9.4,1,9.4
fair,369.3,44,8.393181818181818
maze,14.9,2,7.45
guia,9.1,1,9.1
jennifer,32.7,4,8.175
access,81.0,10,8.1
plug,31.4,5,6.279999999999999
whisper,18.4,2,9.2
sodas,87.3,10,8.73
buenos,40.4,5,8.08
nori,52.1,6,8.683333333333334
rather,381.7,45,8.482222222222221
han,45.3,5,9.059999999999999
angry,52.7,6,8.783333333333333
avail,27.6,3,9.200000000000001
outs,27.6,3,9.200000000000001
dono,9.3,1,9.3
hurray,16.1,2,8.05
mallet,9.1,1,9.1
frosty,6.5,1,6.5
crispy,2146.3,251,8.550996015936256
ommegang,7.5,1,7.5
boasts,44.4,5,8.879999999999999
revenue,8.8,1,8.8
shakeshack,81.4,9,9.044444444444444
epitomizes,9.1,1,9.1
i,26600.3,3820,6.963429319371728
chance,229.4,27,8.496296296296297
legit,504.3,59,8.547457627118645
indianas,9.2,1,9.2
underground,225.3,25,9.012
spent,102.6,13,7.892307692307692
depth,35.4,4,8.85
committed,15.8,2,7.9
lanes,8.9,1,8.9
ehhh,26.7,3,8.9
bravo,82.5,10,8.25
ciabatta,45.4,5,9.08
katie,65.4,8,8.175
noodle,998.3,119,8.389075630252101
superlative,18.4,2,9.2
greeter,8.1,1,8.1
cos,9.0,1,9.0
wateringly,8.8,1,8.8
enkelt,9.1,1,9.1
pages,9.1,1,9.1
surly,15.2,2,7.6
ir,142.7,16,8.91875
grapes,54.4,6,9.066666666666666
adress,8.7,1,8.7
cote,16.3,2,8.15
notoriously,26.9,3,8.966666666666667
further,100.3,12,8.358333333333333
intention,9.6,1,9.6
horrible,520.3,66,7.883333333333333
tapatillo,9.3,1,9.3
homey,59.6,7,8.514285714285714
fire,215.2,27,7.97037037037037
sucking,24.4,3,8.133333333333333
hardwick,9.1,1,9.1
rogalach,18.5,2,9.25
physical,16.4,2,8.2
buttercream,26.2,3,8.733333333333333
jewel,45.5,5,9.1
sweltering,27.3,3,9.1
portabello,27.4,3,9.133333333333333
adam,44.3,5,8.86
coda,9.4,1,9.4
merece,25.4,3,8.466666666666667
frescos,9.5,1,9.5
science,27.5,3,9.166666666666666
hotspots,9.2,1,9.2
gem,560.3,64,8.7546875
score,116.1,14,8.292857142857143
enchilada,66.3,8,8.2875
chill,535.3,64,8.3640625
worried,9.1,1,9.1
columbus,8.4,1,8.4
waygu,9.6,1,9.6
tapita,9.5,1,9.5
parker,48.1,6,8.016666666666667
crammed,17.3,2,8.65
paredes,18.4,2,9.2
port,9.4,1,9.4
conscious,53.6,6,8.933333333333334
diminutive,9.0,1,9.0
chillage,7.5,1,7.5
disguise,9.5,1,9.5
u_u,8.6,1,8.6
cellared,9.6,1,9.6
lolll,9.1,1,9.1
ekmekleri,9.4,1,9.4
lmaz,9.3,1,9.3
cloth,9.0,1,9.0
pretensions,7.3,1,7.3
cru,18.5,2,9.25
childhood,78.4,9,8.711111111111112
cashews,45.2,5,9.040000000000001
sleepy,43.3,5,8.66
surprised,205.4,24,8.558333333333334
acompanhar,9.1,1,9.1
jonesing,9.4,1,9.4
sformato,27.4,3,9.133333333333333
fails,77.4,9,8.600000000000001
odin,9.2,1,9.2
loungey,8.1,1,8.1
bisogna,18.4,2,9.2
diferente,9.0,1,9.0
application,18.4,4,4.6
tei,18.4,2,9.2
sriracha,114.4,13,8.8
scrumptious,202.2,24,8.424999999999999
kikurage,27.4,3,9.133333333333333
presentazione,9.6,1,9.6
boil,17.8,2,8.9
limb,9.1,1,9.1
rd,9.5,1,9.5
flush,18.1,2,9.05
escagots,9.4,1,9.4
meatcentric,9.5,1,9.5
yaaaasss,9.5,1,9.5
tops,105.4,12,8.783333333333333
grom,35.9,4,8.975
productos,18.5,3,6.166666666666667
holds,44.4,5,8.879999999999999
log,55.5,7,7.928571428571429
mention,283.3,33,8.584848484848486
littleneck,27.1,3,9.033333333333333
scharfenberger,8.1,1,8.1
incredibly,643.3,74,8.693243243243243
heavy,418.3,48,8.714583333333334
writing,76.5,9,8.5
muh,9.4,1,9.4
natives,25.8,3,8.6
esse,68.5,9,7.611111111111111
kouign,27.5,3,9.166666666666666
grattes,9.6,1,9.6
workshops,8.9,1,8.9
cosi,20.1,4,5.025
row,53.4,6,8.9
frenchie,27.4,3,9.133333333333333
tase,9.4,1,9.4
being,999.7,120,8.330833333333334
arrepentir,18.3,2,9.15
complementary,41.1,5,8.22
bulgolgi,8.1,1,8.1
tel,9.5,1,9.5
spreading,9.4,1,9.4
dgaf,8.7,1,8.7
greatly,25.7,3,8.566666666666666
buffet,97.9,12,8.158333333333333
deli,576.3,69,8.352173913043478
pheasant,9.6,1,9.6
arugala,17.0,2,8.5
candies,26.5,3,8.833333333333334
vegetarians,336.3,39,8.623076923076923
steelhead,9.3,1,9.3
booo,16.5,2,8.25
fantasized,9.5,1,9.5
cidra,8.8,1,8.8
argument,33.7,4,8.425
carbies,9.0,1,9.0
tar,88.4,17,5.2
ribolla,9.5,1,9.5
heads,88.3,10,8.83
steps,60.4,7,8.628571428571428
comer,187.4,22,8.518181818181818
shiner,8.1,1,8.1
homage,35.4,4,8.85
tools,9.1,1,9.1
marinated,190.7,23,8.291304347826086
doubley,9.0,1,9.0
antonio,9.3,1,9.3
teaming,9.4,1,9.4
kusshis,9.2,1,9.2
aussie,27.0,3,9.0
esp,213.3,25,8.532
renette,9.5,1,9.5
traits,9.1,1,9.1
transactions,8.5,1,8.5
limonana,21.5,3,7.166666666666667
dicks,25.4,5,5.08
inspired,277.3,32,8.665625
squid,415.3,51,8.14313725490196
artist,52.4,6,8.733333333333333
calfornia,8.7,1,8.7
gristle,7.6,1,7.6
outdone,18.3,2,9.15
leap,9.6,1,9.6
ex,43.5,6,7.25
swig,27.4,3,9.133333333333333
slammed,23.4,3,7.8
bundles,9.6,1,9.6
saving,25.2,3,8.4
unisex,34.7,4,8.675
alumnos,9.6,1,9.6
papines,9.4,1,9.4
bouquets,17.9,2,8.95
recovery,18.1,2,9.05
santorini,7.3,1,7.3
saint,18.3,2,9.15
soupy,18.1,2,9.05
tiene,36.4,4,9.1
conceito,8.1,1,8.1
quick,1968.3,238,8.27016806722689
cassoulet,9.2,1,9.2
panel,9.1,1,9.1
irony,16.3,2,8.15
cotija,45.3,5,9.059999999999999
alphonso,27.1,3,9.033333333333333
particularly,318.3,37,8.602702702702704
miercoles,9.6,1,9.6
lohan,8.7,1,8.7
foood,8.1,1,8.1
dis,16.3,2,8.15
before,2677.3,321,8.340498442367602
spellbound,9.5,1,9.5
insurance,9.1,1,9.1
unfortunate,41.4,5,8.28
antrim,9.5,1,9.5
yunmy,8.7,1,8.7
lle,9.3,1,9.3
restaurantes,81.4,9,9.044444444444444
leave,1637.3,189,8.662962962962963
presentaci,9.4,1,9.4
desert,325.7,38,8.571052631578947
news,51.8,7,7.3999999999999995
viva,24.5,3,8.166666666666666
collapsing,8.7,1,8.7
truman,9.1,1,9.1
souber,9.1,1,9.1
horiatiki,8.0,1,8.0
signals,9.3,1,9.3
ask,3698.3,445,8.310786516853932
krispy,35.4,4,8.85
samantha,16.7,2,8.35
spelt,16.2,2,8.1
resounding,8.7,1,8.7
godly,18.3,2,9.15
despu,9.4,1,9.4
abject,9.4,1,9.4
hannukkah,9.5,1,9.5
mondo,9.4,1,9.4
blackboard,16.9,2,8.45
babaganoush,35.2,4,8.8
poets,9.5,1,9.5
servicio,67.4,8,8.425
kept,128.2,15,8.546666666666665
blackened,68.1,8,8.5125
week,989.3,117,8.455555555555556
smores,98.7,11,8.972727272727273
fake,97.3,11,8.845454545454546
ever,7337.3,866,8.472632794457276
platanos,9.3,1,9.3
omits,8.1,1,8.1
moderation,18.4,2,9.2
instincts,7.5,1,7.5
coke,139.3,17,8.194117647058825
nook,51.7,6,8.616666666666667
varvatos,9.3,1,9.3
downhill,66.7,8,8.3375
maraschino,17.3,2,8.65
wollensky,8.1,1,8.1
addition,355.2,42,8.457142857142857
seltz,9.2,1,9.2
minimal,44.5,5,8.9
armenian,54.4,7,7.771428571428571
sniff,7.6,1,7.6
coldcuts,7.6,1,7.6
cottage,9.3,1,9.3
asado,50.3,6,8.383333333333333
redefine,18.4,2,9.2
homesweet,9.6,1,9.6
temperos,18.5,2,9.25
impressive,187.3,21,8.91904761904762
rugala,7.2,1,7.2
expectativa,18.3,2,9.15
miglior,18.4,2,9.2
regular,1014.1,120,8.450833333333334
shedding,8.8,1,8.8
novice,16.1,2,8.05
xlb,80.9,11,7.354545454545455
herself,27.2,3,9.066666666666666
fishball,8.0,1,8.0
jasper,17.4,2,8.7
mentioned,62.6,7,8.942857142857143
stocks,9.4,1,9.4
kalo,18.4,2,9.2
beed,9.3,1,9.3
cran,8.5,1,8.5
industrial,36.1,4,9.025
creams,283.2,34,8.329411764705881
restaurants,1017.3,118,8.621186440677965
maggie,8.3,1,8.3
tasking,18.5,2,9.25
pfft,6.8,1,6.8
carcasses,9.3,1,9.3
hires,8.1,1,8.1
disciplines,9.5,1,9.5
three,1042.7,122,8.54672131147541
assemble,18.5,2,9.25
tacky,6.6,1,6.6
placed,57.7,8,7.2125
giving,93.2,11,8.472727272727273
gauc,33.2,4,8.3
negroni,44.3,5,8.86
transaction,8.2,1,8.2
tvp,9.3,1,9.3
anxious,9.6,1,9.6
decently,14.8,2,7.4
hoes,7.5,1,7.5
gibson,9.1,1,9.1
tampoco,18.3,2,9.15
hooligan,8.9,1,8.9
dinners,117.3,14,8.378571428571428
realizing,9.3,1,9.3
identifying,8.6,1,8.6
micheladas,149.3,17,8.782352941176471
kirkland,9.5,1,9.5
shackurger,9.4,1,9.4
has,4685.3,568,8.248767605633804
verkaufen,9.3,1,9.3
representations,9.3,1,9.3
sacrificing,17.6,2,8.8
bats,7.5,1,7.5
slushees,9.1,1,9.1
forment,9.6,1,9.6
stinging,17.9,2,8.95
tit,9.4,1,9.4
hallmarks,9.1,1,9.1
adjacent,18.0,2,9.0
ons,25.3,3,8.433333333333334
jack,126.4,15,8.426666666666668
sup,9.3,1,9.3
potential,34.5,4,8.625
success,53.1,6,8.85
bulleit,8.5,1,8.5
arcadian,9.6,1,9.6
chamoro,8.6,1,8.6
drowning,8.1,1,8.1
idiot,52.3,6,8.716666666666667
lame,116.7,14,8.335714285714285
pasti,8.1,2,4.05
orden,18.6,2,9.3
afterwork,9.3,1,9.3
palates,17.8,2,8.9
causal,9.3,1,9.3
medley,42.1,5,8.42
lens,7.5,1,7.5
easier,138.4,16,8.65
hav,12.5,2,6.25
onto,69.4,8,8.675
aniston,8.6,1,8.6
concede,18.4,2,9.2
salary,8.1,1,8.1
wolaver,7.8,1,7.8
mpar,9.5,1,9.5
beklentinin,9.5,1,9.5
ukranians,9.1,1,9.1
giorgio,8.7,1,8.7
blows,51.5,6,8.583333333333334
vegemite,9.0,1,9.0
grassfed,17.3,2,8.65
lovin,23.7,3,7.8999999999999995
tempting,79.0,9,8.777777777777779
badly,34.2,4,8.55
dej,9.3,1,9.3
ludlow,18.3,2,9.15
sharwarna,9.0,1,9.0
emptier,9.2,1,9.2
accept,176.3,21,8.395238095238096
