key,score,repeat,average
blintzes,162.3,18,9.016666666666667
chawamushi,9.4,1,9.4
skilled,8.7,1,8.7
gormet,8.7,1,8.7
aioli,89.0,11,8.090909090909092
endowing,8.8,1,8.8
lafreida,9.4,1,9.4
pasteami,9.3,1,9.3
specify,31.5,4,7.875
renamed,8.4,1,8.4
habanayo,9.3,1,9.3
albeit,129.4,15,8.626666666666667
immer,27.3,3,9.1
bakers,57.8,7,8.257142857142856
shouldn,148.4,17,8.729411764705883
herb,185.3,22,8.422727272727274
towers,9.5,1,9.5
noods,9.3,1,9.3
thescoop,27.4,3,9.133333333333333
knick,16.1,2,8.05
wsp,6.8,1,6.8
taxi,9.1,1,9.1
tazo,21.1,3,7.033333333333334
strolling,9.5,1,9.5
planering,9.3,1,9.3
proof,26.9,3,8.966666666666667
adoration,9.4,1,9.4
elona,8.9,1,8.9
finger,71.3,8,8.9125
substitute,51.4,6,8.566666666666666
delo,9.4,1,9.4
aztec,7.1,1,7.1
dy,9.1,1,9.1
sifty,9.1,1,9.1
mexcellent,8.9,1,8.9
gtfo,27.0,3,9.0
roaring,8.8,1,8.8
ardi,9.3,1,9.3
heartedly,8.7,1,8.7
abricot,8.8,1,8.8
sei,18.4,3,6.133333333333333
potatoes,676.3,79,8.560759493670885
obligatory,9.3,1,9.3
nyti,9.1,1,9.1
todas,18.5,2,9.25
budapest,9.4,1,9.4
lauren,9.0,1,9.0
comparably,8.9,1,8.9
basis,18.4,2,9.2
seasons,26.8,3,8.933333333333334
rachael,18.6,2,9.3
friend,1110.7,131,8.478625954198474
campano,9.5,1,9.5
imho,105.4,12,8.783333333333333
endorsed,9.5,1,9.5
birchbox,9.1,1,9.1
echo,16.1,2,8.05
visite,9.5,1,9.5
gente,103.7,12,8.641666666666667
poivre,116.4,13,8.953846153846154
m,3458.3,424,8.156367924528302
farber,9.1,1,9.1
taze,9.4,1,9.4
crown,62.5,7,8.928571428571429
spite,9.4,1,9.4
resis,8.7,1,8.7
piccolo,9.1,1,9.1
briccotondo,9.5,1,9.5
mayo,439.3,55,7.987272727272727
for,37131.3,4873,7.619802996100965
bullion,9.1,1,9.1
marissa,9.5,1,9.5
scratched,9.6,1,9.6
coats,9.4,1,9.4
famoso,9.3,1,9.3
ecopatterns,9.6,1,9.6
cadbury,9.4,1,9.4
fu,40.8,5,8.16
dsadasdasdas,9.6,1,9.6
ados,9.5,1,9.5
freeeeeeak,9.6,1,9.6
representative,7.5,1,7.5
deliciousness,368.7,42,8.778571428571428
lastly,17.4,2,8.7
jamaica,18.4,2,9.2
carbonera,8.1,1,8.1
jog,8.9,1,8.9
tippers,7.5,1,7.5
panganane,9.4,1,9.4
attempt,18.3,2,9.15
intimidate,16.1,2,8.05
claim,60.3,7,8.614285714285714
massaman,54.1,6,9.016666666666667
soft,2523.3,294,8.582653061224491
memphis,8.4,1,8.4
fizzy,9.1,1,9.1
wraps,99.7,12,8.308333333333334
ilerliyor,9.4,1,9.4
tenho,9.5,1,9.5
alot,27.4,3,9.133333333333333
cirque,9.4,1,9.4
quente,24.8,3,8.266666666666667
impec,9.4,1,9.4
upstaged,9.1,1,9.1
econ,9.3,1,9.3
refrain,16.7,2,8.35
furikake,9.3,1,9.3
enjoyed,579.3,68,8.519117647058822
eco,34.9,4,8.725
emperor,15.8,2,7.9
dumplings,1315.3,164,8.020121951219512
presentaciones,8.8,1,8.8
festivus,8.7,1,8.7
cassa,9.3,1,9.3
minicup,8.8,1,8.8
sevmedim,9.4,1,9.4
hoef,9.4,1,9.4
rou,9.3,1,9.3
samosas,8.7,1,8.7
lala,9.4,1,9.4
feat,17.3,2,8.65
temples,17.4,2,8.7
rua,7.8,1,7.8
brits,17.0,2,8.5
brun,9.4,1,9.4
rita,8.7,1,8.7
dispatch,8.9,1,8.9
labne,44.4,5,8.879999999999999
salvador,16.9,2,8.45
worker,14.5,2,7.25
perk,17.3,2,8.65
shopped,18.3,2,9.15
impending,17.9,2,8.95
cutting,35.3,4,8.825
weeeooooo,9.1,1,9.1
k,203.3,25,8.132
hamburg,9.4,1,9.4
intimidated,80.4,9,8.933333333333334
article,18.3,2,9.15
olmayan,9.4,1,9.4
riquisimas,9.4,1,9.4
king,254.7,29,8.782758620689656
coveted,18.4,2,9.2
massese,9.5,1,9.5
transformative,8.6,1,8.6
senin,9.3,1,9.3
blogging,9.0,1,9.0
hurricane,32.2,4,8.05
galore,97.3,11,8.845454545454546
pabtaloons,8.8,1,8.8
relentless,9.4,1,9.4
tommorow,9.6,1,9.6
maneuvering,9.4,1,9.4
clientes,9.3,1,9.3
chimichangas,28.6,4,7.15
below,139.4,16,8.7125
tales,18.3,2,9.15
sympa,18.4,2,9.2
mozza,9.6,1,9.6
exterior,42.3,5,8.459999999999999
gabriel,9.4,1,9.4
changes,131.7,15,8.78
alambre,17.4,2,8.7
riffs,18.2,2,9.1
pops,62.7,7,8.957142857142857
elvis,9.1,1,9.1
ransom,7.5,1,7.5
mochi,99.4,12,8.283333333333333
tastebuds,62.2,7,8.885714285714286
toro,25.3,3,8.433333333333334
suport,9.3,1,9.3
collecting,9.2,1,9.2
baba,70.3,8,8.7875
proportion,17.3,2,8.65
crooning,9.1,1,9.1
twist,389.7,46,8.471739130434782
elequently,9.4,1,9.4
steakhouses,8.1,1,8.1
derek,9.1,1,9.1
profoundly,27.4,3,9.133333333333333
inflation,18.3,2,9.15
painful,34.4,4,8.6
delicius,35.3,4,8.825
htitieteen,9.5,1,9.5
where,1839.3,217,8.476036866359447
lewis,9.1,1,9.1
trending,27.5,3,9.166666666666666
sports,86.5,13,6.653846153846154
essere,18.5,2,9.25
onwards,9.6,1,9.6
recomend,9.1,1,9.1
diners,117.6,14,8.4
balllliinnnn,6.2,1,6.2
smug,16.9,2,8.45
cellulite,9.0,1,9.0
macht,9.0,1,9.0
jerusalem,27.5,3,9.166666666666666
slice,1624.4,199,8.162814070351759
fathom,9.1,1,9.1
quinn,106.3,12,8.858333333333333
habana,81.3,9,9.033333333333333
orwasher,8.2,1,8.2
closer,60.3,7,8.614285714285714
homework,16.5,2,8.25
trumps,31.3,4,7.825
obv,53.2,7,7.6000000000000005
knockwurst,18.3,2,9.15
recoooking,9.4,1,9.4
op,151.5,18,8.416666666666666
akdeniz,9.5,1,9.5
phenominal,18.5,3,6.166666666666667
cwaffee,9.2,1,9.2
silken,18.4,2,9.2
looked,254.7,30,8.49
example,52.4,6,8.733333333333333
opentable,61.5,7,8.785714285714286
overlooked,43.3,5,8.66
faces,9.0,1,9.0
longtime,18.3,2,9.15
mezzo,9.2,1,9.2
diablo,104.3,12,8.691666666666666
rhubarb,144.3,16,9.01875
reminiscent,93.5,11,8.5
tlc,26.1,3,8.700000000000001
lugarzinhos,9.5,1,9.5
som,50.4,6,8.4
produced,27.3,3,9.1
lados,8.1,1,8.1
rancher,17.4,2,8.7
pears,36.6,4,9.15
pi,62.3,7,8.9
bibimbap,220.5,26,8.48076923076923
udon,206.4,28,7.371428571428572
weekdays,185.4,22,8.427272727272728
pictures,95.3,11,8.663636363636364
oprah,9.2,1,9.2
oversalted,18.2,2,9.1
especialmente,18.6,2,9.3
dara,14.5,2,7.25
owe,9.4,1,9.4
drum,18.1,2,9.05
pig,543.3,63,8.623809523809523
orgeat,9.2,1,9.2
seth,34.8,4,8.7
maximal,9.1,1,9.1
sprinkling,9.1,1,9.1
getting,1092.3,127,8.600787401574802
bokki,16.5,2,8.25
dolmas,7.3,1,7.3
tempura,213.8,28,7.635714285714286
difference,92.3,11,8.39090909090909
nevermind,8.7,1,8.7
famous,854.3,99,8.629292929292928
hangs,18.4,2,9.2
frittatas,7.5,1,7.5
nduja,32.2,4,8.05
bonnie,8.8,1,8.8
couldnt,9.1,1,9.1
far,1156.7,135,8.568148148148149
takey,9.2,1,9.2
affreusement,9.1,1,9.1
ttmg,7.5,1,7.5
shower,6.6,1,6.6
atendieron,8.9,1,8.9
vida,108.3,12,9.025
breadstick,9.5,1,9.5
cheer,9.3,1,9.3
deutsch,9.3,1,9.3
tastings,75.9,9,8.433333333333334
blue,561.3,66,8.504545454545454
daha,18.4,2,9.2
leve,18.5,2,9.25
makeitfilthy,7.8,1,7.8
bahn,198.3,24,8.262500000000001
bag,271.4,33,8.224242424242423
joking,49.5,6,8.25
pancake,430.4,52,8.276923076923076
ey,9.2,1,9.2
junkie,9.0,1,9.0
comidinha,9.5,1,9.5
tis,16.0,2,8.0
stationery,9.5,1,9.5
seriously,1158.7,137,8.457664233576642
tunisian,144.2,16,9.0125
allergy,42.4,5,8.48
scuffle,8.3,1,8.3
saucy,34.3,4,8.575
gasoline,18.3,2,9.15
waterback,9.1,1,9.1
toloache,9.3,1,9.3
an,8521.3,1026,8.305360623781675
away,1310.3,153,8.5640522875817
slather,42.4,5,8.48
mixture,32.4,4,8.1
jesse,40.8,5,8.16
numerous,32.3,4,8.075
gossiping,9.4,1,9.4
napolatana,9.5,1,9.5
italianas,27.5,3,9.166666666666666
shay,8.1,1,8.1
thestudioatwebsterhall,7.5,1,7.5
brahs,6.9,1,6.9
addictive,200.4,23,8.71304347826087
yakissoba,8.8,1,8.8
dunk,38.3,5,7.659999999999999
nast,9.1,1,9.1
rail,58.3,7,8.328571428571427
idiots,18.3,2,9.15
tropical,44.2,5,8.84
trully,8.3,1,8.3
ain,264.2,31,8.52258064516129
nuestra,9.6,1,9.6
obvs,9.4,1,9.4
empfehlen,9.4,1,9.4
tsuki,18.4,2,9.2
finnish,36.6,4,9.15
syrupy,22.8,3,7.6000000000000005
sometime,17.1,2,8.55
colorful,53.3,6,8.883333333333333
asleep,27.3,3,9.1
lump,59.4,7,8.485714285714286
abc,313.1,37,8.462162162162162
lunchbox,16.4,2,8.2
waiting,1344.3,161,8.349689440993789
grave,9.4,1,9.4
credit,366.2,43,8.516279069767442
experimental,26.9,3,8.966666666666667
saltiness,34.4,4,8.6
dulce,406.9,47,8.657446808510638
laundromat,8.2,1,8.2
mercer,64.4,8,8.05
champion,17.5,2,8.75
dauphinois,9.4,1,9.4
fash,9.2,1,9.2
placement,7.4,1,7.4
crabs,18.6,2,9.3
pigeons,27.4,3,9.133333333333333
walkin,9.6,1,9.6
carver,45.3,5,9.059999999999999
wide,291.3,35,8.322857142857144
tenderness,18.4,2,9.2
pga,16.2,2,8.1
thanksgiving,159.3,18,8.850000000000001
vouch,9.4,1,9.4
tour,119.5,15,7.966666666666667
ok,1549.3,188,8.24095744680851
doherty,9.6,1,9.6
tempek,9.4,1,9.4
circular,9.1,1,9.1
yebisu,26.6,3,8.866666666666667
solomon,9.5,1,9.5
sanwiches,9.3,1,9.3
zevk,9.5,1,9.5
nerds,18.2,2,9.1
terible,9.4,1,9.4
diamonds,18.3,2,9.15
overboiled,9.3,1,9.3
gf,66.6,9,7.3999999999999995
pnut,8.8,1,8.8
hermoso,35.3,4,8.825
fookin,9.1,1,9.1
smut,9.0,1,9.0
obvi,35.3,4,8.825
nd,9.4,1,9.4
morue,18.4,2,9.2
cavernous,6.9,1,6.9
unsanitary,8.8,1,8.8
requires,58.0,7,8.285714285714286
dressing,389.3,47,8.282978723404256
fredda,9.4,1,9.4
sighting,35.9,4,8.975
varun,9.6,1,9.6
suelen,9.3,1,9.3
hors,18.4,2,9.2
reset,8.3,1,8.3
stil,8.8,1,8.8
involving,9.1,1,9.1
network,141.4,18,7.855555555555556
alllllllmost,8.8,1,8.8
linnnnnnnnnnnnnnndo,9.4,1,9.4
arm,7.6,1,7.6
bloodies,18.3,2,9.15
tiniest,34.0,4,8.5
rea,9.5,1,9.5
dips,62.2,7,8.885714285714286
mundo,61.3,7,8.757142857142856
backgammon,9.4,1,9.4
kittichai,9.1,1,9.1
towel,25.2,3,8.4
tou,9.5,1,9.5
steel,44.3,5,8.86
fuq,9.6,1,9.6
consumidor,9.4,1,9.4
yet,702.7,82,8.569512195121952
melon,41.5,5,8.3
tai,52.1,7,7.442857142857143
gotcha,9.6,1,9.6
fryer,15.5,2,7.75
cordial,8.8,1,8.8
disfrutar,8.4,2,4.2
viter,9.4,1,9.4
breadsticks,15.5,2,7.75
ligero,18.4,2,9.2
combo,1097.7,134,8.191791044776119
orbas,9.1,1,9.1
h,134.4,17,7.905882352941177
messed,22.4,3,7.466666666666666
certificate,9.3,1,9.3
finale,9.3,1,9.3
slack,8.7,1,8.7
jacks,7.8,1,7.8
kegs,9.3,1,9.3
youre,69.3,8,8.6625
hesitated,16.3,2,8.15
inviting,72.7,9,8.077777777777778
accogliente,9.1,1,9.1
inventory,17.5,2,8.75
aquavit,9.1,1,9.1
amateur,18.0,2,9.0
useful,9.6,1,9.6
point,977.7,115,8.501739130434784
spec,9.1,1,9.1
sair,9.3,1,9.3
burnt,848.2,98,8.655102040816328
lukewarm,31.1,4,7.775
variety,832.3,99,8.407070707070707
gros,9.4,1,9.4
spews,9.2,1,9.2
tomei,17.7,2,8.85
discussions,8.1,1,8.1
opened,352.7,42,8.397619047619047
dispensers,9.2,1,9.2
slammy,9.0,1,9.0
unauthentic,8.4,1,8.4
mutfakta,9.5,1,9.5
thrill,17.4,2,8.7
atraco,9.1,1,9.1
mandorle,18.3,2,9.15
geniales,9.1,1,9.1
lasted,8.6,1,8.6
abrasive,8.9,1,8.9
unpredictable,9.4,1,9.4
beranaise,9.1,1,9.1
trop,26.3,3,8.766666666666667
culo,18.4,2,9.2
speciality,77.1,9,8.566666666666666
climb,9.4,1,9.4
pleasures,17.9,2,8.95
intentaron,9.3,1,9.3
lotsa,7.2,1,7.2
collection,93.3,11,8.481818181818182
litmus,9.4,1,9.4
notmad,9.1,1,9.1
offbeat,18.1,2,9.05
feijoada,56.1,7,8.014285714285714
khmer,9.1,1,9.1
roja,9.3,1,9.3
newcard,24.3,3,8.1
qualitys,8.7,1,8.7
fredericks,9.5,1,9.5
springtime,18.4,2,9.2
educational,9.5,1,9.5
guiness,9.0,1,9.0
habanas,8.1,1,8.1
angelic,8.8,1,8.8
beforehand,44.7,5,8.940000000000001
sweetbread,9.4,1,9.4
rimmed,9.4,1,9.4
prepped,15.4,2,7.7
rule,152.4,18,8.466666666666667
pris,9.4,1,9.4
dolce,21.0,3,7.0
almorzar,8.7,1,8.7
habitually,9.1,1,9.1
twisted,9.0,1,9.0
comprised,26.6,3,8.866666666666667
bj,54.5,7,7.785714285714286
costumer,9.1,1,9.1
unconventional,45.6,5,9.120000000000001
phaidon,9.5,1,9.5
grease,58.4,8,7.3
iherb,9.4,2,4.7
rapinando,9.5,1,9.5
greenpoint,17.1,2,8.55
significantly,35.2,4,8.8
brandade,18.4,2,9.2
leaders,9.6,1,9.6
interested,24.9,3,8.299999999999999
savor,156.1,18,8.672222222222222
professionals,16.4,2,8.2
unnecessary,36.5,4,9.125
laughs,9.1,1,9.1
suppers,8.7,1,8.7
correctly,68.3,8,8.5375
gum,26.7,3,8.9
gogel,17.1,2,8.55
consequently,9.3,1,9.3
beerita,7.2,1,7.2
cubes,74.4,9,8.266666666666667
powerful,89.7,10,8.97
football,57.5,10,5.75
shave,25.9,3,8.633333333333333
reason,618.4,72,8.588888888888889
phoenix,9.4,1,9.4
diversas,9.5,1,9.5
saba,44.4,5,8.879999999999999
hazel,6.8,1,6.8
scott,34.4,4,8.6
macau,8.9,1,8.9
peeeero,9.3,1,9.3
plant,356.4,42,8.485714285714286
calda,9.4,1,9.4
chais,17.2,2,8.6
favorites,682.3,77,8.861038961038961
saying,110.3,13,8.484615384615385
shocking,25.9,3,8.633333333333333
questioned,9.3,1,9.3
say,2172.3,255,8.518823529411765
main,507.4,61,8.318032786885245
jerkey,8.8,1,8.8
bums,8.4,1,8.4
gostei,35.7,4,8.925
humongous,25.4,3,8.466666666666667
slippage,8.4,1,8.4
bacanas,9.3,1,9.3
wines,286.3,34,8.420588235294119
swordfish,17.4,2,8.7
rubens,18.3,2,9.15
kahvesi,8.9,1,8.9
schezuan,9.2,1,9.2
overly,125.7,16,7.85625
hourz,8.4,1,8.4
cupsapp,8.2,1,8.2
coladas,9.4,1,9.4
lemondade,8.7,1,8.7
massively,27.3,3,9.1
ali,24.5,3,8.166666666666666
macaroon,62.3,7,8.9
stanchi,9.5,1,9.5
frendliest,9.3,1,9.3
discover,35.5,4,8.875
middleeast,9.3,1,9.3
sits,17.8,2,8.9
richmond,7.7,1,7.7
verrrrry,7.5,1,7.5
monggo,9.1,1,9.1
avenues,17.8,2,8.9
package,63.4,7,9.057142857142857
harvest,152.3,18,8.461111111111112
beast,34.3,4,8.575
chess,18.4,2,9.2
brothers,44.4,5,8.879999999999999
uni,271.5,37,7.337837837837838
frequency,9.2,1,9.2
ricota,26.5,3,8.833333333333334
unbiased,9.4,1,9.4
guarded,9.2,1,9.2
everythiny,9.4,1,9.4
lashings,9.4,1,9.4
pastel,36.4,4,9.1
legitimamente,9.5,1,9.5
fantasize,9.4,1,9.4
numerosas,9.3,1,9.3
compensate,26.3,3,8.766666666666667
disposition,8.7,1,8.7
outings,8.6,1,8.6
tired,65.4,8,8.175
promozione,48.5,6,8.083333333333334
fact,332.3,39,8.52051282051282
faaar,9.1,1,9.1
walkins,9.4,1,9.4
reprieve,17.9,2,8.95
scicilian,9.1,1,9.1
promo,47.5,6,7.916666666666667
convincing,7.5,1,7.5
bagel,1566.3,201,7.7925373134328355
radishes,53.8,6,8.966666666666667
latest,68.7,8,8.5875
wooooppppp,9.5,1,9.5
playin,9.1,1,9.1
bolgesinde,9.4,1,9.4
patatas,18.2,2,9.1
drumstick,16.9,2,8.45
exclaimed,8.5,1,8.5
bae,8.9,1,8.9
tighter,9.1,1,9.1
wks,9.0,1,9.0
posted,25.3,3,8.433333333333334
restoran,36.5,4,9.125
scharwma,9.1,1,9.1
binds,9.5,1,9.5
aspiring,40.1,5,8.02
sizecup,8.9,1,8.9
frios,9.5,1,9.5
freakin,42.3,5,8.459999999999999
badoit,9.4,1,9.4
tanks,18.0,2,9.0
smelt,8.5,1,8.5
yee,18.2,2,9.1
erykah,9.2,1,9.2
gulitypleasure,9.3,1,9.3
bourdain,45.3,5,9.059999999999999
staples,53.9,6,8.983333333333333
terms,63.5,8,7.9375
pretending,25.4,3,8.466666666666667
reaffirmed,7.5,1,7.5
choc,183.2,23,7.965217391304347
ispanakli,9.6,1,9.6
siempre,18.4,2,9.2
recharge,27.3,3,9.1
slurping,27.1,3,9.033333333333333
atmospheric,9.4,1,9.4
terminal,17.8,2,8.9
poive,9.3,1,9.3
stellen,7.1,1,7.1
ounces,16.2,2,8.1
planned,41.2,5,8.24
deserve,67.3,8,8.4125
nachos,155.4,23,6.756521739130435
silk,8.5,1,8.5
browsing,32.5,4,8.125
tougher,7.3,1,7.3
vinegar,258.4,31,8.33548387096774
approved,59.4,7,8.485714285714286
weeeeeooooo,9.1,1,9.1
pup,33.7,4,8.425
gettin,8.2,1,8.2
woelffer,8.7,1,8.7
adirondacks,9.6,1,9.6
espetaculares,18.1,2,9.05
bosc,9.6,1,9.6
regularly,53.4,6,8.9
boh,8.2,1,8.2
nolitian,18.3,2,9.15
saladinha,9.4,1,9.4
rugulachs,9.5,1,9.5
batter,87.4,10,8.74
sohi,9.4,1,9.4
pistou,17.2,2,8.6
rouge,25.4,3,8.466666666666667
nature,9.3,1,9.3
spun,34.3,4,8.575
kugel,9.3,1,9.3
nathans,9.4,1,9.4
lemonade,807.7,98,8.241836734693878
grindr,9.0,1,9.0
anticipation,9.4,1,9.4
mackeral,9.4,1,9.4
ie,34.3,4,8.575
backwards,17.8,2,8.9
burgerlicious,9.4,1,9.4
buuuuurgers,9.4,1,9.4
attending,36.4,4,9.1
stressing,8.3,1,8.3
formaggio,18.1,2,9.05
cobbler,45.6,5,9.120000000000001
express,92.4,11,8.4
haunt,59.7,7,8.528571428571428
ramp,27.1,3,9.033333333333333
fiction,36.5,5,7.3
lia,36.5,4,9.125
sorbara,9.1,1,9.1
cago,27.4,3,9.133333333333333
corns,27.3,4,6.825
gabrielle,9.4,1,9.4
karaage,25.5,3,8.5
ten,169.7,21,8.08095238095238
pasteles,7.1,1,7.1
ricotella,36.1,4,9.025
detox,17.9,2,8.95
shackmeister,45.4,5,9.08
scuola,9.5,1,9.5
chard,26.0,3,8.666666666666666
terrible,781.7,99,7.895959595959597
snkr,8.7,1,8.7
involve,9.5,1,9.5
booths,95.4,11,8.672727272727274
mahi,73.7,15,4.913333333333333
malteada,25.4,3,8.466666666666667
pastas,750.5,86,8.726744186046512
piroygi,9.1,1,9.1
tudo,141.4,18,7.855555555555556
lives,255.3,30,8.51
guatemala,16.9,2,8.45
cortes,9.6,1,9.6
dernier,9.5,1,9.5
hitachino,25.7,5,5.14
yankees,7.2,1,7.2
oldest,116.3,14,8.307142857142857
prosecco,203.5,23,8.847826086956522
nostalgic,31.4,4,7.85
collections,24.5,3,8.166666666666666
lutar,9.4,1,9.4
stoned,18.3,2,9.15
queuing,26.3,3,8.766666666666667
irmek,9.3,1,9.3
inn,108.2,12,9.016666666666667
horas,27.5,3,9.166666666666666
canolis,18.3,2,9.15
tolls,8.7,1,8.7
technical,9.4,1,9.4
agradece,9.5,1,9.5
graffiti,41.3,5,8.26
world,1700.3,199,8.544221105527638
rock,232.3,28,8.296428571428573
stockholm,8.1,1,8.1
helped,35.2,4,8.8
solely,9.4,1,9.4
plastic,101.4,12,8.450000000000001
astoundingly,9.2,1,9.2
kimoto,8.6,1,8.6
casbah,8.9,1,8.9
ryes,8.7,1,8.7
squealing,7.5,1,7.5
fiambres,27.5,3,9.166666666666666
dudes,82.3,10,8.23
eased,9.4,1,9.4
chuko,9.1,1,9.1
interactive,9.4,1,9.4
denmesi,9.4,1,9.4
mash,169.4,19,8.91578947368421
mement,9.4,1,9.4
tastiness,9.4,1,9.4
gl,69.4,8,8.675
meld,8.7,1,8.7
parmesano,9.3,1,9.3
reduction,9.4,1,9.4
rbc,16.5,3,5.5
overreaching,9.0,1,9.0
orleans,9.0,1,9.0
culero,8.2,1,8.2
sanitation,17.9,2,8.95
manageable,24.9,3,8.299999999999999
panko,24.5,3,8.166666666666666
giandujia,18.3,2,9.15
essas,9.2,1,9.2
pits,7.6,1,7.6
casserole,162.3,19,8.542105263157895
seeds,87.9,10,8.790000000000001
crafted,123.2,14,8.8
cocunut,9.3,1,9.3
tuna,1142.7,145,7.880689655172414
tvfoodmaps,9.3,1,9.3
candied,104.1,12,8.674999999999999
eatlay,9.5,1,9.5
burgers,2237.7,270,8.287777777777777
joined,9.1,1,9.1
spendere,18.5,2,9.25
manh,17.4,2,8.7
increeerable,9.3,1,9.3
brew,1570.4,188,8.353191489361702
lawrence,9.1,1,9.1
adaptation,9.1,1,9.1
cranberge,9.2,1,9.2
luc,14.6,2,7.3
sloppiest,9.4,1,9.4
greenmarket,189.6,21,9.028571428571428
rustico,9.5,1,9.5
finais,8.8,1,8.8
hallucinations,8.9,1,8.9
savior,9.3,1,9.3
uncrowded,9.5,1,9.5
smallish,53.5,6,8.916666666666666
amor,18.4,2,9.2
kaku,27.3,3,9.1
chicke,9.4,1,9.4
tarts,125.3,15,8.353333333333333
increible,9.1,1,9.1
xlerator,9.4,1,9.4
screaming,9.4,1,9.4
marilynne,9.5,1,9.5
malteds,9.0,1,9.0
massas,72.5,8,9.0625
olive,1171.4,136,8.613235294117647
scoping,18.6,2,9.3
afganistan,6.8,1,6.8
butique,7.8,1,7.8
embarrassment,16.5,2,8.25
aw,17.8,2,8.9
rugulah,9.3,1,9.3
brightened,9.4,1,9.4
populated,17.2,2,8.6
smith,176.3,20,8.815000000000001
aka,209.3,27,7.751851851851852
elotes,9.3,1,9.3
dumps,6.8,1,6.8
olson,18.6,2,9.3
opulent,9.4,1,9.4
relish,114.4,13,8.8
maine,45.2,5,9.040000000000001
favoritos,9.3,1,9.3
wooden,56.8,7,8.114285714285714
definitely,3507.3,411,8.533576642335767
financier,9.5,1,9.5
acquired,35.3,4,8.825
wont,86.7,10,8.67
faz,17.5,2,8.75
matured,9.2,1,9.2
stairwell,18.3,2,9.15
unneeded,9.4,1,9.4
tatsoi,9.1,1,9.1
pin,9.3,1,9.3
ruins,40.4,5,8.08
investment,25.4,3,8.466666666666667
burguer,103.4,12,8.616666666666667
reeks,7.4,1,7.4
morgenstern,36.2,4,9.05
omg,715.3,86,8.317441860465117
fritter,8.7,1,8.7
frutta,9.6,1,9.6
lactards,18.2,2,9.1
collective,9.0,1,9.0
spirits,24.5,3,8.166666666666666
delicioso,290.7,33,8.809090909090909
sider,25.5,3,8.5
ly,272.4,31,8.787096774193548
wore,8.7,1,8.7
tickles,9.3,1,9.3
cai,8.9,1,8.9
zac,14.5,2,7.25
fica,17.4,2,8.7
signings,18.5,2,9.25
shorter,177.4,20,8.870000000000001
esther,8.6,1,8.6
taset,8.9,1,8.9
niku,9.4,1,9.4
vent,27.3,3,9.1
versions,79.7,9,8.855555555555556
visitas,9.3,1,9.3
tow,9.0,1,9.0
whatsoever,9.5,1,9.5
setting,459.3,53,8.666037735849057
darabian,9.4,1,9.4
alexa,44.6,5,8.92
roberta,18.6,2,9.3
tightest,9.5,1,9.5
are,25823.3,3272,7.8922066014669925
during,1659.3,198,8.38030303030303
largely,35.0,4,8.75
mejores,125.4,14,8.957142857142857
health,192.4,24,8.016666666666667
oohhh,9.3,1,9.3
catfish,145.7,17,8.570588235294117
distinta,8.7,1,8.7
rieur,9.5,1,9.5
judgmental,9.3,1,9.3
memoir,18.5,2,9.25
sunlights,7.5,1,7.5
thinks,79.0,10,7.9
hozon,90.1,10,9.01
arola,9.4,1,9.4
macaroons,149.2,18,8.288888888888888
helpless,8.9,1,8.9
doradotacos,8.7,1,8.7
kirikligi,9.3,1,9.3
crayon,8.1,1,8.1
petr,9.3,1,9.3
necessity,9.4,1,9.4
scarcely,9.2,1,9.2
souvenir,44.5,5,8.9
testing,35.4,4,8.85
breakfasts,62.4,7,8.914285714285715
outstanding,760.4,87,8.74022988505747
attendant,41.4,5,8.28
gotham,9.6,1,9.6
dons,9.4,1,9.4
prontos,8.9,1,8.9
tomatoes,485.3,57,8.514035087719298
frap,13.5,2,6.75
plated,36.4,4,9.1
microwave,50.4,6,8.4
cooking,342.3,39,8.776923076923078
practice,15.4,2,7.7
reggae,9.2,1,9.2
mao,16.1,2,8.05
existed,7.5,1,7.5
jura,9.4,1,9.4
timid,8.8,1,8.8
entrada,27.3,3,9.1
sbarro,8.1,1,8.1
jus,52.7,6,8.783333333333333
iamkhayyam,9.4,1,9.4
cocotte,27.4,3,9.133333333333333
teenage,8.3,1,8.3
bernard,9.3,1,9.3
baskets,8.7,1,8.7
asshole,30.6,4,7.65
rka,9.3,1,9.3
jell,9.1,1,9.1
juiciest,18.5,2,9.25
drive,27.2,3,9.066666666666666
minutes,854.3,106,8.059433962264151
pronounced,27.3,3,9.1
leagues,8.8,1,8.8
jo,9.1,1,9.1
bibb,45.1,5,9.02
muddled,17.6,2,8.8
show,469.3,56,8.380357142857143
thems,9.2,1,9.2
luminous,9.5,1,9.5
acho,17.9,2,8.95
sh,34.1,4,8.525
bark,18.4,2,9.2
throwdown,9.4,1,9.4
prof,9.6,1,9.6
zombie,9.2,1,9.2
statistics,9.0,1,9.0
yearning,8.7,1,8.7
shown,18.1,2,9.05
roulade,9.4,1,9.4
luciana,9.6,1,9.6
nuthin,7.5,1,7.5
mallow,16.8,2,8.4
scons,6.8,1,6.8
yellow,149.4,17,8.788235294117648
worrying,9.4,1,9.4
mace,6.8,1,6.8
recorren,9.4,1,9.4
activist,9.5,1,9.5
allowed,103.3,12,8.608333333333333
mundae,8.9,1,8.9
vids,8.9,1,8.9
dishes,2065.3,242,8.534297520661157
dunkin,35.4,4,8.85
minimums,9.0,1,9.0
cheerwine,7.2,1,7.2
b,1001.7,124,8.078225806451613
condensed,272.2,33,8.248484848484848
lymn,9.4,1,9.4
