unigram,score
icecream,8.98181818181818
hellooooooo,9.0
gentle,9.0
kao,9.1
carmalize,9.2
ken,9.4
dawgs,6.5
greatest,8.561538461538463
monitor,8.1
norus,8.95
rox,9.4
bad,8.271962616822437
noisiest,9.1
steinhardt,8.3
fritter,8.7
bullys,7.6
frecks,6.5
navigate,9.2
grupo,9.1
overrate,9.04
cha,8.200000000000001
performer,7.449999999999999
borderline,8.2
biber,9.1
nao,9.066666666666665
smoke,8.857142857142858
study,7.8560000000000025
ability,8.95
roomier,8.3
loveeeeed,9.1
soapy,9.4
oliva,9.1
condom,9.1
amen,9.1
microwave,7.875
corned,9.4
iffy,8.5
have,9.027826086956571
mhmmmm,6.9
grenache,7.8
such,8.724489795918368
break,8.113636363636365
widmer,7.5
medrare,9.0
bloody,8.365384615384613
dehydrated,9.149999999999999
peephole,9.0
painful,8.9
fondu,8.542666666666669
higher,8.799999999999999
rise,9.100000000000001
yamitsuki,9.4
duda,9.0
checkout,8.5
robby,9.0
kumamoto,8.7
fina,9.0
taboonette,9.1
dehumidifier,8.7
grave,9.4
man,8.627999999999998
reimburse,9.0
accesibles,8.1
amaaaze,8.7
las,8.72
permutation,9.1
diagonally,8.6
message,9.149999999999999
transformative,8.6
leaf,8.655555555555557
concerned,9.3
peroni,8.1
poster,8.725
salon,6.8
denenebilir,9.2
tapenade,8.433333333333334
grain,9.0375
fratty,6.9
packet,7.725
odd,8.6375
helpful,8.55
kofta,7.5
substandard,9.0
oreo,8.899999999999997
dandan,9.14
bachata,6.6
sakai,9.4
nihon,8.5
patience,8.45
gesokara,8.6
salami,7.3
poem,9.4
sigh,8.9
angry,9.1
despair,9.4
varied,9.2
problem,8.442857142857141
awsome,8.15
fraise,9.2
unhappy,9.2
butique,7.8
disappoint,9.119992154811895
amsterdam,9.4
pimp,9.3
cart,7.6
saturdays,7.720000000000001
oil,9.104895104895112
girly,6.9
sauerkraut,9.1
jonesin,9.0
amid,7.6
teapuccino,7.5
crispy,8.82352941176471
fukeeeeeeeeer,9.1
dunkin,9.0
succumb,9.4
melted,8.685714285714287
iiiirrr,8.6
pushy,9.25
taisho,8.6
sriracha,9.35
attract,8.100000000000001
nite,8.866666666666667
bronx,9.2
personalize,6.6
california,8.8
plaid,6.9
incompetence,8.2
bigo,9.1
citi,9.1
conducive,7.8
equivalent,9.1
toronja,8.9
exceptional,8.675
beeftastic,9.4
chunk,8.738461538461538
onunuze,8.1
venerio,9.2
offensively,9.4
horrifyingly,7.5
yuuuum,8.1
korokes,8.5
team,9.120000000000001
cash,8.86041666666666
honeydew,9.2
agnolotti,8.649999999999999
bottles,6.9
oui,9.2
caramely,9.1
fitzgerald,7.8
shred,8.966666666666667
seiro,8.7
miso,9.205555555555557
spitting,9.2
bear,8.578571428571427
hummmmmmmm,8.9
lebanese,9.1
han,9.299999999999999
upscale,8.577777777777778
handmade,8.870000000000001
steep,8.766666666666667
hakata,9.400000000000002
coisa,9.2
chri,8.1
bakery,8.953846153846149
cabanara,8.1
combos,8.5
makannan,9.4
algo,9.0
gigantic,9.133333333333333
israel,9.1
doritos,6.5
rub,8.8
mesa,9.4
doug,9.1
wth,7.175
namba,8.7
rule,8.69375
boutique,8.85
leap,8.7
cater,8.25
possibly,9.033333333333335
universally,9.2
bass,8.35
consistent,8.749999999999998
lightly,8.877777777777778
roti,9.1
valem,9.4
mmh,8.899999999999999
scampi,8.1
hibiki,9.4
garlicky,8.680000000000001
railway,9.1
vrai,7.8
increase,8.95
pannacotta,9.1
zao,7.6
mow,9.1
cellar,8.1
addictively,9.1
nanoosh,7.5
sugest,9.4
comfortable,8.408333333333331
crystal,9.0
unbelievable,8.869230769230768
brownie,8.524999999999999
hallway,9.2
staircase,8.6
jackass,6.8
viewing,7.5
frattastic,6.9
star,8.753846153846153
commendable,9.1
obvious,9.325
sugarfree,9.2
pomogranate,8.1
piergo,9.1
yuhuuuuuyyyyyy,8.9
cookieshake,9.0
android,9.3
weleh,9.4
scarf,9.1
los,8.940000000000001
profiterole,9.2
reputation,9.0
wang,8.7
scrumptious,8.91818181818182
strive,8.7
applesauce,9.1
mavericks,8.2
dishonesty,7.2
gabe,9.4
biddy,6.6
nutritious,9.0
wilbur,9.0
preciso,8.7
universe,8.6
bags,8.35
xin,8.9
cavatellus,8.7
discovery,8.3
scoop,8.978571428571428
bfast,8.1
slater,7.5
mojo,8.2
honest,8.7
camboyana,9.1
novel,8.6
hassle,7.5
die,8.85630252100841
mid,8.4
conceive,8.3
laptop,8.089473684210528
coed,9.0
crossfitter,9.0
hectic,7.6
teriyaki,8.252380952380953
opposite,9.25
oliver,8.9
shakshuka,9.1
cave,9.0
churros,9.0
santa,6.9
kuliner,9.4
resume,9.1
interrupt,8.0
vietnamese,7.813333333333332
use,8.415037593984962
shoku,8.6
bother,8.499999999999998
andrew,9.239999999999998
kawa,8.5
records,7.3
cardapio,9.4
hugo,8.1
episode,8.625
customizable,8.7
though,8.732954545454545
lactards,9.2
linea,8.7
alexa,8.966666666666667
rabbit,9.219999999999999
deliciosa,9.0
inclusion,8.9
witty,9.0
coke,8.366666666666665
jill,9.0
daytime,7.25
yuba,8.700000000000001
bodum,9.2
apartment,8.5
town,9.117425348374432
full,8.757971014492758
fondeu,9.0
unattentive,8.25
imagine,8.775
fog,9.2
hotness,8.95
malt,9.14
unauthentic,8.4
oolong,8.6
reheating,9.2
earth,8.9875
neoliberal,8.9
mascrapone,9.1
deluxe,8.999999999999998
quick,8.283838383838388
knee,8.3
potted,8.766666666666666
aye,8.6
fenomenal,9.1
decision,8.02
almejas,9.1
grrreat,8.3
thru,8.4
maldon,9.1
fancy,8.903571428571425
guy,8.125714285714286
guilty,8.166666666666666
oatmeal,8.733333333333334
tatsoi,9.1
ligero,9.0
packed,8.015384615384615
tilapia,8.5
miyagi,9.4
basket,9.2
doubt,8.9625
vend,9.2
slop,9.1
poultry,9.1
sombrero,6.6
civilized,9.05
table,8.58888888888889
english,8.375
fleur,9.2
lezzetler,9.3
remoulade,6.2
superb,8.84
asada,8.853333333333335
eleven,9.1
batch,7.800000000000001
checkin,8.7
flag,9.2
rou,9.3
spandex,9.0
pizza,8.686075949367034
del,8.844444444444443
nage,9.2
stupid,8.24
moment,8.566666666666666
entrambi,6.6
group,8.764423076923082
rye,8.54
sunlight,7.5
hoboken,9.0
divine,8.81875
edgar,9.1
essentially,8.875
evarrrr,8.6
poco,9.066666666666668
grissinus,9.1
jealous,9.0
gogi,9.0
tort,8.2
september,9.1
plunge,9.1
lump,8.6
appear,9.200000000000001
excess,8.125
itemize,6.6
cronutesque,9.2
dub,7.933333333333333
dolce,6.8
inspector,9.05
corner,8.670270270270265
syrupy,7.6499999999999995
substitute,8.433333333333332
asleep,9.1
tshirt,9.0
nueva,9.4
alex,9.1
sensational,8.775
assure,9.4
ingenious,9.1
including,8.0
square,8.341095890410964
kangaroo,9.0
funfetti,9.1
caponata,9.1
grated,8.7
peach,8.369230769230771
the,9.039882184366121
wearer,6.9
explore,8.95
bread,8.65913043478262
pungent,9.4
bradley,7.099999999999999
switch,8.680000000000001
europa,9.1
championship,7.1
attendant,8.1
bulge,8.9
cotton,8.788000000000004
malchiato,6.8
amabile,9.1
trash,8.033333333333333
edible,7.6
coffeeshop,8.866666666666667
cancerously,6.5
bizarre,9.2
momofukus,9.4
grasshopper,9.080000000000002
halfway,9.1
servicio,7.3999999999999995
humungous,8.6
zealand,8.5
dafina,9.0
upon,9.0
awesomeeee,7.5
erika,8.2
listen,8.164285714285715
drizzle,8.9
sorvete,9.1
eclairs,9.2
strain,9.0
salad,8.542999999999964
marinated,9.1
hanger,9.0
unsatisfying,9.4
tax,7.2
tragic,9.1
leave,8.760483870967748
dont,8.91304347826087
reliant,8.3
rekorderl,7.5
converse,9.1
interior,8.308333333333334
technique,8.974999999999998
feed,8.700000000000001
freshest,9.1
crabby,8.2
flavors,9.2
impossible,9.133333333333333
gold,7.766666666666666
verbena,9.2
nocciola,9.1
lurk,9.1
butternut,8.666666666666666
ride,8.5
fixture,9.1
wsj,9.1
forest,9.127272727272727
kasane,9.4
fantastically,9.2
daku,9.4
week,8.636507936507938
sisha,8.6
satisfied,9.125
otto,9.099999999999998
honestly,8.792307692307691
pickleable,9.4
lookout,6.8
flintstones,7.7
harpoon,7.5
varietal,8.7
marca,9.2
naveen,8.65
sicilian,9.085714285714287
clam,8.738461538461538
beeeessssst,9.2
confident,7.5
seed,8.907142857142855
cafe,8.481967213114752
dame,9.05
trick,8.328571428571427
literally,8.606666666666666
hash,8.982352941176469
wasabe,9.2
brand,8.1
pee,8.675
nut,8.565
testing,9.2
film,7.533333333333332
understand,8.89
camera,7.85
latenight,7.3
lite,7.7
arch,6.8
strangely,9.149999999999999
bartender,8.387999999999998
helado,9.1
hidangan,9.4
overwhelming,8.68
shitake,9.4
verdade,9.1
meat,8.870322580645155
places,8.9
overpowering,9.1
include,8.463793103448277
dandelion,8.0
sliced,8.139999999999999
french,8.628571428571444
passe,9.4
american,8.65238095238095
aged,8.50769230769231
noodlicious,8.7
standout,9.18
jar,8.559999999999999
artisanal,8.8
lovin,7.5
flame,8.433333333333334
sliders,7.5
divey,6.5
stupidly,9.166666666666666
off,8.604794520547946
tomato,8.366666666666669
cutest,9.2
barf,7.5
presentation,8.9
innovate,6.8
bud,8.121428571428572
taiim,9.0
intend,7.6
fav,8.760975609756096
behold,8.6
knock,8.566666666666668
compartir,9.0
italian,8.808450704225361
authenticism,7.3
demais,9.0
kind,8.583529411764712
copy,9.0
tortas,8.2
mine,8.66
bottomless,8.677777777777779
starving,7.7
carnita,8.792307692307695
buysomethe,7.8
sargent,9.2
cote,7.8
anticipation,9.4
prato,9.2
every,8.553982300884963
gibraltar,8.95
banquette,8.3
photobooth,9.0
coupled,9.2
tow,9.0
patient,9.180000000000001
sammich,8.075
affordable,8.820512820512823
zeppelin,6.5
krishnam,9.1
naturally,8.899999999999999
refresh,8.85
wok,9.1
faint,9.0
lesser,8.55
espectacular,9.0
manha,9.0
marian,8.0
velvety,9.024999999999999
mortar,8.6
somtum,7.3
whining,8.3
thank,8.927272727272728
diversity,9.4
atraco,9.1
slightly,8.653846153846152
childhood,8.85
smore,9.1
widely,7.2
silhouette,7.5
perf,8.7
gari,8.7
mexicana,8.9
jus,8.9
jet,6.9
cubano,9.075000000000001
bunz,9.4
tot,7.277777777777778
nil,8.1
christmas,8.0
nmh,7.2
sable,8.533333333333333
pasti,8.1
rubirosa,9.1
diverge,9.3
kasha,9.1
bolder,7.2
verry,8.7
thai,8.907329842931913
stale,8.02
nos,9.25
terrifying,8.3
perrogis,9.1
uno,8.666666666666666
dieter,9.2
heel,6.5
ginsberg,9.1
known,9.1
talk,8.511764705882353
marvelous,9.0
avanza,6.8
pusher,6.6
closest,8.944444444444445
mean,8.531578947368422
green,8.895454545454491
fois,9.2
mate,7.82
nebuta,9.4
wilderness,8.6
buying,8.6
sprout,8.792857142857141
rendition,9.2
theirs,9.1
krispie,7.8
lean,8.6
amazingg,9.0
filler,9.0
deconstructed,9.1
matzah,9.1
picture,8.65
mouthgasm,9.1
mamouns,8.85
radish,8.7
mojitea,7.5
bowl,8.749333333333341
gamewatch,7.5
quirky,9.049999999999999
advance,9.163636363636364
passage,7.5
community,8.45
five,8.680000000000001
smh,6.6
sandy,8.6
quiche,8.1
porky,9.4
offshoot,8.1
chawanmushi,9.0
cabage,9.1
nancy,7.2
goat,8.624324324324325
heck,8.3
citrus,8.95
understanding,9.1
freezing,8.116666666666665
ghost,8.766666666666667
credibility,9.1
xia,8.9
bladerunner,9.4
uninspired,9.1
fran,8.7
soju,7.5
crowded,8.457142857142859
riquisimo,9.4
beware,8.545
porter,8.1
minimalist,8.7
funghi,9.1
slam,6.8
rumanian,9.1
dijeron,9.1
kurobuta,9.366666666666667
stamp,8.0
fairy,9.2
effective,9.0
living,8.9
rayu,9.4
timeoutny,9.0
ruin,8.471428571428572
lindsey,7.75
professor,9.066666666666666
pint,7.324999999999999
obviously,8.858823529411765
dust,8.6
breadstick,6.5
zxcvvcxz,9.2
adress,8.7
seldom,9.0
maravilhoso,9.05
bahn,9.200000000000001
comp,8.466666666666667
caponatina,9.1
spinach,8.525
paratha,9.1
vegas,9.1
tomar,6.9
christian,9.4
definition,8.566666666666668
stop,8.820338983050851
sbarro,8.1
alphonso,9.1
guzel,9.1
drill,9.1
husband,9.166666666666666
slave,8.6
inhale,8.8
euphoria,9.05
dubious,8.3
fun,8.601923076923075
mentally,9.2
lichee,9.2
roasted,8.97307692307692
cheerful,8.8
sos,9.2
masterpiece,9.4
brig,9.1
freshly,8.8
everyman,8.510000000000002
woulda,8.7
verduras,6.6
innards,8.9
dramatic,8.0
workers,7.35
ratatouille,8.7
fantastic,8.772027972027976
tackle,8.75
inspection,6.5
macadamia,9.4
basic,8.628571428571428
overlap,8.2
canndie,7.5
nun,9.1
nice,8.409638554216848
appetizer,8.892783505154648
overcrowded,9.05
holiday,7.8625
ribs,8.242857142857144
bells,6.5
watering,9.0
text,9.350000000000001
somehow,8.290000000000001
ikea,8.5
yakidon,8.5
unexpectedly,7.65
stracciatella,9.1
intern,6.9
cucaracha,6.6
tartufo,8.933333333333332
arm,8.399999999999999
ale,8.430769230769231
piss,8.25
bless,8.6
paper,8.1
inspire,8.114285714285716
utensil,8.0
traditional,8.938461538461535
shoulder,9.208695652173915
kokteyller,9.1
brownus,9.0
haha,8.550000000000002
separate,8.4
cheesd,8.3
tab,7.625
sign,8.275
friggin,9.1
bestellen,9.0
mall,7.5
bahahaha,9.2
chilled,9.2
dash,8.739999999999998
recomendado,9.1
carmine,9.071428571428573
owe,9.1
nanban,8.7
invent,9.3
hir,9.4
legit,8.881481481481481
proud,8.9
explode,9.166666666666666
its,8.614666666666665
condiment,9.1
york,8.81914893617022
lone,9.1
yuzu,9.042857142857141
thescoop,9.1
encontrado,9.2
glug,9.1
bara,8.6
highlight,9.059999999999999
undressed,8.7
toasted,8.28
cabbage,9.046666666666672
smut,9.0
mouth,8.954999999999998
fastest,9.4
operational,8.5
randomly,9.233333333333334
todo,8.675
smaller,8.87142857142857
posiblemente,9.2
santorinus,7.3
near,8.62894736842105
major,8.175
soi,7.3
pidelo,7.8
craaaack,9.1
acc,7.2
fake,8.928571428571429
curious,8.933333333333332
cerviche,8.6
ymmv,8.5
vanilla,8.426530612244898
equipment,7.433333333333334
einen,9.0
cooking,8.91818181818182
rat,8.5
naturale,9.0
ruggelah,7.5
scrotus,8.9
paypal,7.8
accurate,7.533333333333334
develop,8.3
refreshing,8.64285714285714
reaction,8.3
indian,9.033333333333333
pole,8.6
girl,8.204166666666666
hepsi,9.0
kaiseki,8.6
she,8.098437500000003
kung,9.133333333333335
johannes,8.8
atm,8.5
can,9.088074518936205
takoyakus,8.633333333333333
zero,8.35
master,9.066666666666668
shock,7.85
song,7.7
chinko,8.8
akamaro,9.4
frustrate,9.4
kimchus,9.4
bustle,7.85
unpacked,9.1
eatable,9.1
ume,8.55
wonderland,8.620000000000001
fromage,9.2
fries,8.439548022598863
ruim,9.1
morango,7.8
lookalike,9.0
blind,9.05
showy,9.4
satisfy,8.470588235294118
marscapone,9.4
seek,8.35
spew,9.2
degustation,9.2
candied,8.9
skewered,8.55
lock,8.9
exclaim,8.5
lasting,9.0
smooth,8.714999999999998
molasses,8.419999999999998
forthcoming,9.3
tipo,9.25
editor,9.3
ykc,9.4
btw,8.5375
alike,8.7
venti,6.8
malenie,6.8
taquitos,8.2
refuse,7.95
kafta,9.0
under,8.548484848484849
where,8.544444444444448
flight,8.65
friendliest,8.43
phenomenonal,9.1
frappe,8.875
michigan,9.1
allot,9.0
crawl,9.2
brrr,6.2
katelyn,7.2
regrettable,8.7
steal,8.446153846153846
mindful,7.4
wylie,9.4
moreover,9.0
prior,9.4
babe,9.2
frosting,9.057142857142859
snap,9.266666666666667
beverage,8.490909090909092
ues,8.8
excite,9.25
sbux,7.099999999999999
blemish,9.0
guitarist,8.9
veritable,9.2
confess,9.1
tarragon,8.399999999999999
shintaro,9.4
tofu,8.826470588235296
eveb,9.1
tripe,9.1
sumimasen,8.8
artist,7.8
border,6.5
pfft,6.8
reminiscent,8.639999999999999
monkeybread,9.1
columbe,9.2
anywhereeeee,9.2
show,8.619444444444442
exclusive,7.85
stil,8.8
hunky,9.1
jersey,9.3
norte,8.2
voice,8.825
chocolaty,9.0
crusty,8.5
emm,9.0
frequent,8.383333333333333
pony,9.3
margaritas,7.463636363636363
miller,7.7
mysterious,9.0
alla,9.030769230769229
stronger,8.76
tolerant,8.5
thickest,9.4
amor,9.1
marzano,9.1
luwak,6.8
yorker,8.8
approach,8.149999999999999
evening,8.595652173913043
rich,9.00166666666667
grafittied,9.4
amployee,6.6
lentil,8.612499999999999
time,8.612885154061608
whaaattttt,8.2
ask,8.494444444444435
sin,8.15
calzone,6.766666666666666
prepare,8.958823529411768
pickle,9.116137047208229
coastal,9.2
flaw,9.2
quicky,7.6
cider,8.02272727272727
todas,9.2
manhattans,9.0
planet,8.500000000000002
southern,8.35
mmmmm,8.642857142857142
noise,8.157142857142857
poop,9.149999999999999
pay,8.250000000000002
sofa,7.566666666666667
tru,9.4
economie,7.1
stoop,9.2
lover,8.73939393939394
actual,8.742857142857144
crepe,8.93620689655173
upstage,9.1
boh,8.2
you,9.086551951703035
butcher,8.1
fret,9.0
wontons,9.3
garganelli,9.1
hostess,8.926666666666668
webster,8.025
mural,9.1
shopping,9.2
proletariat,8.1
difference,8.4
side,8.734239130434778
puzzle,9.2
sushi,8.470129870129869
strategise,9.1
perogi,9.1
cosi,6.2
grana,9.1
desperate,7.7
pile,8.36
custard,9.083333333333334
lube,6.5
peace,9.125
wit,8.1
mound,7.5
nerdy,6.8
decibel,9.333333333333332
finalizar,9.1
evert,8.1
brew,8.567123287671235
kong,8.0
forgive,9.1
saki,8.959999999999999
crap,8.879999999999999
incredible,8.940449438202252
chow,9.133333333333333
larb,7.3
parker,7.533333333333334
old,8.697499999999998
pizzazz,8.9
artisinal,8.3
awesomely,8.475
pumpernickel,8.0
gelateria,9.1
sturdy,9.1
lid,8.95
clump,8.5
donut,8.223809523809523
grapefruit,8.91764705882353
monin,9.1
yummy,8.608771929824558
healthy,8.651807228915665
sus,9.0
sad,8.62142857142857
qdoba,8.9
tablet,6.8
legend,9.266666666666666
eternum,6.8
perp,9.4
convo,8.1
duk,9.4
fizz,9.1
moroccan,8.950000000000001
aupistou,9.2
frozen,8.038709677419352
panya,8.5
cheesburger,7.3
appealing,9.1
xian,9.2
esther,8.6
river,7.733333333333333
foie,8.419999999999998
harissa,8.7
baby,8.749999999999998
instruction,9.3
weapon,9.05
thanks,8.321428571428573
mill,8.725
treadmill,9.0
onsen,9.4
skinny,7.7
momo,9.4
jewel,9.2
greenwich,8.389999999999999
hamachi,8.942857142857141
greasy,8.505882352941175
tabbouleh,9.0
craig,9.0
souppppps,9.4
distract,7.5
foundation,9.1
okcupid,9.0
skeptical,6.5
desayuno,9.2
jon,9.1
rather,8.74
info,8.700000000000001
tripexpert,9.4
north,9.116666666666667
tad,8.525
booking,9.3
zoe,8.0
fondue,9.005405405405407
fettuccine,9.075
prasinus,8.0
barbeque,7.925
return,8.453846153846154
ink,9.05
rua,7.8
weeknight,8.883333333333333
creeper,6.6
kikkoman,8.5
stomach,8.683333333333334
lack,8.324999999999998
gricia,9.1
rahman,9.4
dedication,9.05
hydrate,8.3
deeply,9.1
deaf,6.8
lukewarm,8.375
crowd,8.14344262295082
molten,9.100000000000001
employee,7.5375
bombtastic,9.2
italia,9.1
mighty,7.6
transaction,8.5
market,8.345454545454546
processing,8.2
booberry,9.1
ghanoush,9.0
trout,8.99
tangine,8.7
dueling,8.5
dragon,8.55
shawrma,9.0
royal,9.3
foood,8.1
capacity,6.8
sweat,8.566666666666668
tagine,8.771428571428572
drizzling,9.1
choix,9.1
relish,9.1
menyajikan,9.4
lovely,8.495918367346937
slush,9.1
sekerli,9.2
late,8.57425742574258
talent,8.600000000000001
thief,9.0
pancetta,8.766666666666666
milk,8.899191374663028
crash,8.3
newly,9.4
karlie,9.1
combination,8.526086956521736
manor,8.9
lpq,7.8
amazingly,8.653333333333334
hottest,8.1
argument,8.15
shoga,8.5
shigureni,9.4
trio,8.86
street,8.693939393939397
grandmaster,9.0
caution,9.4
quero,9.166666666666666
mudspot,9.200000000000001
rachel,9.149999999999999
zone,8.65
wasa,9.4
till,8.246666666666666
spot,8.679714285714251
delete,9.4
savoury,9.4
nacho,7.255555555555556
omusoba,8.6
shitaki,9.1
conversation,8.747058823529413
hamburguesas,7.3
pantry,7.1
coquette,8.8
far,8.696491228070176
jowl,9.4
surprising,8.98
sever,9.1
capuchino,8.95
opinion,8.533333333333333
essential,8.1
beforehand,9.0
build,8.571428571428571
arab,9.0
ridiculously,8.826086956521738
write,8.096153846153848
awesomeness,9.1
affreusement,9.1
inconsistent,8.55
wrapper,7.8
momofuku,9.305263157894732
large,8.33777777777778
makeshift,9.2
yebisu,9.133333333333333
recipe,8.739999999999998
shiznit,8.5
freedomeagle,8.3
momofoku,9.4
prawn,9.1
fluke,9.2
shire,9.4
fushion,9.1
george,8.1
ambiente,8.75
bun,9.127177522350106
masterfully,8.2
scrape,9.2
sloooooow,6.8
hamburquesa,9.0
cram,8.9
remember,8.746153846153845
cornetto,9.1
papua,6.8
shredded,9.25
increible,9.1
considerable,9.3
oin,9.2
thought,8.625
sizable,9.133333333333333
abound,7.3
run,8.313513513513513
regale,9.0
winner,8.877419354838707
crayon,8.1
sexy,9.049999999999999
precisa,9.0
smell,8.67272727272727
album,7.2
cgingados,8.9
public,7.428571428571429
soft,9.036526946107772
trinidad,9.0
hurt,8.14
origin,8.36
smug,8.3
spice,8.918518518518523
goody,8.475
chest,9.4
granite,8.6
cat,8.540000000000001
nevada,8.9
yummmmmm,8.5
against,8.719999999999999
diesel,9.0
ethical,8.200000000000001
priority,8.9
pompelmo,9.1
crudite,9.1
best,9.102902696562252
augment,8.0
super,9.108979278588029
yucky,9.1
molto,6.6
galore,9.149999999999999
unatama,8.5
tricolore,9.2
panna,9.2
diggity,7.85
beefsteak,8.5
lobster,8.415
dejen,9.0
funghetto,8.6
student,8.081818181818182
champions,6.8999999999999995
about,8.626842105263163
chocogasm,9.0
today,8.328571428571427
rola,7.5
oven,8.825
night,8.438532110091739
shade,9.2
esp,8.618181818181817
erica,9.0
miserable,9.200000000000001
enjoy,8.671212121212125
orkar,9.3
firm,9.0
tamale,9.1
goods,8.624999999999998
anglicize,9.1
citizen,9.2
accept,8.500000000000002
masa,8.6
total,8.777777777777779
freebase,9.2
bruni,9.4
borough,9.2
delicioso,8.900000000000002
promo,8.34
airplane,6.5
ganoush,8.5
tomorrow,8.733333333333334
transit,7.5
jockstrap,7.6
lombard,9.1
spike,7.733333333333333
ribbon,9.0
behind,8.252941176470587
headset,6.6
snack,8.74150943396226
look,8.521714285714292
cod,8.830000000000002
mostaza,8.8
starve,9.200000000000001
spinner,9.1
northern,7.3
jenga,7.7
pimiento,7.5
kuapay,7.8
exercise,9.2
usa,8.287500000000001
dunk,6.5
neue,7.1
pumpkin,8.609756097560975
trouble,9.2
tom,8.585714285714287
jusy,9.0
watercress,6.5
know,8.613372093023257
gnocchis,9.0
deep,8.87
mcdonalds,9.1
carrie,8.75
bbq,8.562666666666678
step,8.8375
waste,8.379999999999999
infuse,9.125
breasola,8.7
award,8.959999999999999
dumpling,8.684120171673817
lychee,9.103448275862068
wink,9.1
word,8.62142857142857
fraser,9.1
semo,8.7
poet,9.1
actually,8.316666666666666
alcoholic,8.733333333333334
cheesy,7.831578947368421
strict,9.24
ciudad,7.8
mary,8.299999999999997
dew,8.16
crisp,8.638095238095234
tei,9.4
trifecta,8.7
newsbar,7.1
postre,9.05
preservative,9.1
xlb,8.900000000000002
tahinus,8.533333333333333
cleanest,7.766666666666667
temple,9.333333333333334
implausible,7.2
savory,9.11999466808869
undiscovered,8.7
aos,6.9
upper,9.266666666666667
butera,8.6
recycled,8.3
manger,7.225
pad,8.927777777777788
summer,8.37179487179487
dole,9.2
associates,7.1
pun,9.4
madeline,9.2
advanced,9.4
start,8.865909090909101
rude,8.427083333333332
notice,8.372727272727273
hagrid,7.2
fannnnnntastic,8.8
novelty,9.350000000000001
delicate,8.9
tinge,8.9
beginner,9.1
tangerine,9.1
tacchino,6.6
maggie,8.3
standard,8.495833333333332
detalhe,8.5
alpha,9.2
may,8.42340425531915
approve,8.033333333333333
pic,8.899999999999999
hav,6.5
kyoto,9.4
crushed,9.1
quinoa,8.592592592592592
porkyest,8.7
frankly,9.149999999999999
wee,9.1
middling,9.4
mince,9.22
david,9.376000000000003
background,8.34
necessary,8.299999999999999
lafa,9.1
orwasher,8.2
teus,9.4
chard,8.933333333333332
barbera,9.1
madness,7.833333333333333
post,8.5875
hairbender,9.2
band,7.8
politely,8.0
bring,8.652941176470598
pacamara,8.3
favorito,9.1
goood,9.239999999999998
gelato,9.07543859649121
ipa,7.05
transform,9.4
hellum,8.0
shi,8.5
umm,9.05
dna,8.9
weak,8.419999999999998
pret,6.8
along,8.575
become,8.369999999999997
blogger,8.7
xiao,8.807142857142859
culture,8.973684210526315
blacken,8.8
yumii,7.6
parada,9.0
independent,8.0
speciality,9.166666666666666
biodegradable,8.7
focus,8.475
plenty,8.125000000000002
camote,9.0
material,9.2
fucking,8.825
dude,7.915384615384616
meyve,9.2
coffe,8.5125
debut,9.4
permit,8.0
sooooooo,9.4
wayyyy,9.149999999999999
greatly,9.1
siciliana,9.1
area,8.458241758241764
omellete,7.6
roulette,8.8
rotating,9.1
atsumori,9.4
uncool,8.9
barbar,9.4
mum,9.2
pra,8.64
regardless,8.733333333333333
matzoh,8.866666666666667
zack,6.9
throw,8.707142857142857
steady,7.733333333333333
falsely,8.4
actualy,8.9
cranberge,9.2
rsvp,9.1
bedrifter,7.1
insalate,9.1
founder,8.366666666666667
quest,8.9
cardboard,7.800000000000001
chart,9.25
admin,8.2
paris,9.014285714285716
mignon,8.725000000000001
aeroplane,7.2
shovel,9.4
lather,9.0
panko,8.366666666666667
yeah,8.860869565217394
boki,9.4
pommegranite,9.4
expresso,8.877777777777776
dependably,8.6
gluteus,9.4
swamp,7.133333333333334
matthew,7.5
bom,8.942857142857143
slight,8.925
meatball,8.865714285714287
bedbug,7.2
however,8.446153846153845
chocooolate,9.0
paprikash,9.1
cease,9.1
pancake,9.033962264150949
starbuck,7.037499999999999
compliment,8.299999999999999
christina,9.1
tiramisu,8.995
glisten,9.4
vegetarianism,8.9
enchilda,6.6
chitarra,8.7
creepy,7.2
south,8.000000000000002
uggggh,9.1
festive,9.2
invasion,6.6
okinomiyaki,8.6
who,8.405
bearded,8.3
inevitable,8.95
ted,9.1
delizioso,8.7
garbage,7.550000000000001
drool,9.05
borshch,9.1
albeit,8.7
ballsy,8.8
cooper,9.3
exemplify,9.4
believer,9.1
impend,9.3
tiene,9.3
solve,9.2
teapot,7.5
aperitivi,9.1
precios,8.1
mudman,9.2
monde,7.8
afterwards,9.166666666666666
grieveson,8.7
pena,8.84
flavoured,8.7
xlbs,8.9
pastus,8.1
vegetarian,8.9109756097561
lady,8.705555555555556
acaus,7.5
daha,9.0
argue,9.05
lollipop,8.4
perogis,9.1
fanatic,9.0
ten,8.649999999999999
verdadeira,9.1
zac,7.6
conveyer,6.6
golf,7.1
ouzo,8.0
hve,9.2
closed,8.633333333333333
evaporate,9.3
follow,8.866666666666665
napkin,7.827272727272727
aztec,7.1
boulange,6.8
midday,7.6
chocolat,8.6
horseradish,9.063636363636364
tonsoku,8.6
pitchers,8.8
coz,9.4
gossip,9.1
sorta,9.25
akkamaru,9.4
thing,8.729608938547488
japanese,9.115770890545493
set,8.560317460317458
